view_id,fps
263,140.5504123552082
264,141.4522048284519
265,141.61296073209337
266,141.7640195602592
267,143.6474351510004
268,142.66655555309896
269,143.86398053140752
270,142.9341984644377
271,142.0369892508075
272,144.55241626975646
273,143.84755048189209
274,142.96713357698022
275,143.0136876069584
276,143.50048753784833
277,141.36376826785312
278,142.6741261843152
279,145.4975854493534
280,145.40593534931642
281,144.31154721800647
282,144.71540676090083
283,143.82377549480844
284,143.54532626815705
285,143.27284701522873
286,144.4540418714156
287,146.5302038557638
288,146.07860995066633
289,145.96321255874733
290,145.7609707241161
291,145.92081047325152
292,145.10611975472824
293,145.70547394617833
294,145.6120452774118
295,145.87680945953326
296,145.98002787132413
297,146.2009165303467
298,146.4887508006703
299,145.45015710876865
300,147.39094071757387
301,146.60508347914717
302,146.90212733466916
303,146.1115341713875
304,146.03237826120562
305,147.9715537015961
306,147.0499926725749
307,147.7980254149074
308,148.6843593193061
309,145.97052750565447
310,147.62864477997746
311,146.5909928915162
312,147.20931514022655
313,146.18267467023279
314,146.6532681308553
315,148.44692380736993
316,146.92394592161472
317,147.684368492623
318,147.9144133453283
319,148.97328123079808
320,146.959620917909
321,149.862832209384
322,150.1422740144898
323,150.77277127515978
324,150.77439724268928
325,150.40193923398823
326,151.78857969625665
327,151.07150703976777
328,149.7698268166399
329,150.87809796581135
330,151.2483394179272
331,150.95281608808614
332,151.852821328815
333,151.90930433189016
334,151.15235406151967
335,150.55504624368336
336,150.72541680966097
337,150.580882711954
338,152.14730157624643
339,151.416238485312
340,152.14233454450746
341,151.91568674749416
342,151.87459558263077
343,150.5501285900678
344,152.29502571653174
345,152.32616500732522
346,152.1520481540477
347,153.18698231465044
348,153.3042829249536
349,153.08924777454516
350,152.78543653070332
351,153.12512891843593
352,153.4364119114216
353,153.55898595443503
354,153.81380343991336
355,153.3587108856683
356,154.8770932186179
357,154.49925279203822
358,153.02976238688694
359,155.76382805127727
360,156.2186649523836
361,155.82308488770516
362,155.81758553000145
363,156.55645552610952
364,156.28915795537623
365,156.13707499099132
366,155.607569384853
367,155.98267728541384
368,155.837906142147
369,158.14457151733885
370,157.99355942278143
371,158.51566920018882
372,158.44872039454424
373,156.61701886138644
374,157.67811184936178
375,158.0448771209129
376,158.51866465452503
377,158.49913632923108
378,158.39109871800875
379,158.5435912245641
380,158.7923869982918
381,156.56253312808232
382,157.5704206832816
383,158.69385580715365
384,159.36465453926473
385,159.86936943461268
386,157.96755610191144
387,159.01905171005126
388,158.85439213436123
389,157.99236915251186
390,159.86674924960693
391,159.76438556114982
392,159.80090722541877
393,160.4035420837564
394,160.3682160539355
395,159.01844882187396
396,160.8314467492469
397,159.2148702136035
398,160.29399625167008
399,161.2438480742483
400,162.0457234079215
401,161.81422496256823
402,162.81679818391297
403,162.5191509939143
404,162.98268560765908
405,160.8647560663172
406,162.95995259972997
407,163.01961651579182
408,163.23030929006578
409,163.50347663344468
410,162.91083550421988
411,162.68272845007644
412,163.7673282480899
413,163.69331544311464
414,165.1528360207115
415,165.14282204453573
416,164.87141237074903
417,165.36406237802623
418,164.90576794163843
419,163.06005065613888
420,163.70321828753242
421,163.82150608778932
422,165.5033082478913
423,165.22843519449373
424,164.96122079760875
425,165.00359763598533
426,165.3416379225387
427,164.11893808578566
428,165.86465017710324
429,165.58203948020324
430,165.34424510487995
431,165.72492683383626
432,166.10604987731062
433,166.06783898209457
434,165.19114743600096
435,167.75954448225494
436,166.6702695141878
437,165.84661446738784
438,167.98974031165164
439,168.04371864933734
440,165.33394721365084
441,167.96875062573235
442,168.50312656303043
443,166.34155608108028
444,167.23906874447013
445,165.36236729389947
446,166.34769144858745
447,165.99731668995105
448,165.9497660491546
449,165.37266872585533
450,165.7356664252333
451,165.19121249596307
452,164.35289659801623
453,165.76756597813954
454,167.61024849994905
455,166.1086154381104
456,166.33522327318758
457,166.93302108958687
458,167.28902928342944
459,165.9107738460662
460,166.48694736115087
461,165.911167615095
462,168.12360558511511
463,166.95169260187734
464,167.76464414394235
465,167.3649276580225
466,167.3975243405259
467,167.5748238873902
468,167.02648695165303
469,165.76828664373588
470,167.6836900851111
471,167.9678761693125
472,168.2997460438984
473,166.32790156512968
474,167.26494577842152
475,166.48972296196854
476,167.58627330564937
477,164.15452263027402
478,164.96770894788594
479,165.5660258191648
480,165.39653646741127
481,165.6155801613707
482,166.26750558148976
483,164.51889751301857
484,165.61198353160714
485,163.31115255675957
486,164.3085360598582
487,165.44918723159353
488,165.41447441329245
489,164.2835012802139
490,165.9281014517063
491,165.72682580662496
492,165.53472642376582
493,163.57400056080678
494,164.64993619001598
495,162.54522568663987
496,161.40405966822595
497,161.1997248196531
498,160.94185217061977
499,163.62932724117698
500,163.83769603239955
501,162.5749005492804
502,162.46683790168797
503,162.5859920263437
504,162.8809113835175
505,161.76891554415636
506,161.6076678320789
507,162.52853440034843
508,161.46339754573407
509,160.13885330717744
510,161.91654528953129
511,161.04882259342764
512,160.4143392528844
513,160.1748123696096
514,160.41010609858427
515,161.56309633223654
516,160.86888985115144
517,157.12982013423624
518,160.10700510900534
519,160.3884530213289
520,159.40796054691896
521,156.9798575831046
522,159.8551117913756
523,159.0006054019137
524,158.6363557281577
525,156.80438332565694
526,158.270366870836
527,156.79394940341123
528,158.06340015933324
529,157.11139754206283
530,158.078531521454
531,157.2504093125686
532,157.60014248364934
533,156.46739100023316
534,158.18823110553265
535,157.7633976327426
536,157.92740760654902
537,157.7597185957168
538,157.484042473304
539,156.32008783702446
540,155.77499312916427
541,155.516755400701
542,155.90985242421505
543,156.3749296289254
544,156.10918066857826
545,155.15771374625822
546,155.44062035361105
547,156.03397380500738
548,152.9514128200023
549,155.00982877348955
550,154.22809542475105
551,154.43701771846708
552,154.24488369954952
553,153.30585188233806
554,153.33903164316783
555,153.08170481387722
556,151.1132535884995
557,153.17529009530946
558,152.81588587076516
559,152.59527782042503
560,151.97491472412065
561,152.45289986634987
562,152.39324344454982
563,148.89564641373516
564,152.7067253080127
565,152.07056955255916
566,151.9558642597018
567,151.73163751573188
568,152.20571611881056
569,149.49917485573343
570,150.09622782626744
571,152.26423080916365
572,150.50793643958625
573,151.45549593024452
574,150.94722052675826
575,150.24327688574064
576,150.4325249277033
577,150.5001596750523
578,148.65590283131047
579,151.71100172281146
580,150.96422579933434
581,150.64091375014098
582,149.9900049671201
583,149.85967305519003
584,147.73222463532792
585,148.73966983179523
586,150.4846625480725
587,148.88354310050755
588,149.25196168125095
589,148.66686255904685
590,148.59244196139144
591,149.25206790227793
592,148.75359621397402
593,146.10746236629558
594,145.9157340309692
595,145.42756384185256
596,145.64738940594478
597,145.38592590153365
598,144.6142675045917
599,145.2778089510137
600,143.35682907013825
601,145.99501759366552
602,146.12492183022658
603,142.4821001575886
604,141.85468490689644
605,141.2788684497368
606,141.5933601105658
607,140.498576357485
608,142.33462773573015
609,141.4179612743822
610,143.2268088586566
611,141.72723033567388
612,140.94843287725
613,141.3854500174275
614,141.37896862180665
615,140.85934766094383
616,141.5924519206262
617,135.84953082838564
618,141.0418043971993
619,141.62945814281656
620,138.88865341414825
621,140.54532593329037
622,140.4601830605375
623,139.38139615874903
624,139.3824151620062
625,139.95573394855114
626,140.17219812108007
627,140.31761537560845
628,141.21936134014666
629,140.00516052194038
630,140.67589971212834
631,141.1193445323414
632,138.77028135835474
633,141.69419379685215
634,139.81097219916654
635,141.90877490244057
636,142.20886506631695
637,141.52766591093987
638,140.07047766114619
639,140.14615710267987
640,140.971077143973
641,140.71450545992425
642,141.1912187716177
643,141.48780135661923
644,141.59092236390416
645,142.00803909034767
646,141.25574462381343
647,142.29184540911368
648,140.4413704798501
649,141.23747929913034
650,140.70440362128232
651,140.94862233883825
652,141.45511486408782
653,141.31028330085522
654,141.68428583830718
655,140.39205841546544
656,141.2356720498902
657,141.14384860676822
658,140.56044498868292
659,140.67816450102617
660,140.55733613221219
661,140.58861938172305
662,139.60119687534325
663,140.51010785395914
664,140.9715983319906
665,141.5895362316688
666,141.52064621053128
667,140.41438322916284
